Utime, Timestamp, Latitude, Longitude, TimeAndLocation
1518642053,21:00:53 UTC,-34.4965,21.3944,"21:00:53 Hessequa Ward 3, Hessequa Local Municipality, Eden District Municipality, Western Cape, RSA"
1518642081,21:01:21 UTC,-35.6581,22.9309,"21:01:21 Western Cape, RSA"
1518643464,21:24:24 UTC,-31.9974,132.7818,"21:24:24 Penong, Pastoral Unincorporated Area, South Australia, 5690, Australia"
1518643525,21:25:25 UTC,-29.2595,135.8416,"21:25:25 Pastoral Unincorporated Area, South Australia, Australia"
1518643584,21:26:24 UTC,-26.5603,138.6113,"21:26:24 Pastoral Unincorporated Area, South Australia, Australia"
1518643640,21:27:20 UTC,-23.9193,141.1309,"21:27:20 Diamantina National Park Homestead, Queensland, Australia"
1518643704,21:28:24 UTC,-20.8431,143.8756,"21:28:24 Flinders Highway, Hughenden, Queensland, Australia"
1518643760,21:29:20 UTC,-18.1336,146.1566,"21:29:20 Queensland, Australia"
1518643880,21:31:20 UTC,-12.1481,150.8624,"21:31:20 Milne Bay, Papua Region, Papua New Guinea"
1518643944,21:32:24 UTC,-8.9776,153.2233,"21:32:24 Losuia District, Milne Bay, Papua Region, Papua New Guinea"
1518644000,21:33:20 UTC,-6.1435,155.2832,"21:33:20 Kieta District, Bougainville, Islands Region, Papua New Guinea"
1518644239,21:37:19 UTC,6.0104,163.9427,"21:37:19 Finol Mutunte"
1518644304,21:38:24 UTC,9.3020,166.3372,"21:38:24 Lae, Marshall Islands"
1518644361,21:39:21 UTC,12.1476,168.4594,"21:39:21 Yucca"
1518645383,21:56:23 UTC,50.9071,-128.5641,"21:56:23 Regional District of Mount Waddington, British Columbia, Canada"
1518645440,21:57:20 UTC,51.4066,-122.9936,"21:57:20 Cariboo Regional District, British Columbia, Canada"
1518645504,21:58:24 UTC,51.6186,-116.6283,"21:58:24 Amiskwi Pass Trail, Columbia-Shuswap Regional District, British Columbia, Canada"
1518645560,21:59:20 UTC,51.4915,-110.9558,"21:59:20 Township Road 294, Alberta, Canada"
1518645652,22:00:52 UTC,50.6653,-101.9496,"22:00:52 Yarbo, Census Division No. 5, Saskatchewan, Canada"
1518645681,22:01:21 UTC,50.2572,-99.2280,"22:01:21 Manitoba, Canada"
1518645744,22:02:24 UTC,49.1169,-93.4050,"22:02:24 Ontario, Canada"
1518645800,22:03:20 UTC,47.8466,-88.4875,"22:03:20 Michigan, United States of America"
1518645864,22:04:24 UTC,46.1423,-83.2351,"22:04:24 Ontario, Canada"
1518645925,22:05:25 UTC,44.2539,-78.4864,"22:05:25 Hooton Drive, Cavan-Monaghan, Peterborough, Ontario, K9J0G5, Canada"
1518645984,22:06:24 UTC,42.2495,-74.2393,"22:06:24 32, Natty Bumpos Path, South Jewett, Town of Jewett, Greene County, New York, 12442, United States of America"
1518646040,22:07:20 UTC,40.2134,-70.5075,"22:07:20 Massachusetts, United States of America"
1518646584,22:16:24 UTC,15.6765,-43.6142,"22:16:24 15/33"
1518648440,22:47:20 UTC,-50.5317,67.2301,"22:47:20 French Southern and Antarctic Lands, France"
1518649103,22:58:23 UTC,-28.2330,113.3875,"22:58:23 Western Australia, Australia"
1518649160,22:59:20 UTC,-25.6035,116.0104,"22:59:20 Mount Narryer station, Western Australia, Australia"
1518649255,23:00:55 UTC,-21.0654,120.1498,"23:00:55 Western Australia, Australia"
1518649280,23:01:20 UTC,-19.8507,121.1909,"23:01:20 Great Northern Highway, Western Australia, Australia"
1518649344,23:02:24 UTC,-16.7587,123.7403,"23:02:24 Western Australia, Australia"
1518649400,23:03:20 UTC,-13.9786,125.9299,"23:03:20 Western Australia, Australia"
1518649525,23:05:25 UTC,-7.6942,130.6276,"23:05:25 Moluccas, Indonesia"
1518649584,23:06:24 UTC,-4.7025,132.7843,"23:06:24 West Papua, Indonesia"
1518649640,23:07:20 UTC,-1.8804,134.7942,"23:07:20 West Papua, Indonesia"
1518649833,23:10:33 UTC,7.9314,141.8002,"23:10:33 Yap, Federated States of Micronesia"
1518649943,23:12:23 UTC,13.4451,145.9148,"23:12:23 Northern Mariana Islands, United States of America"
1518650132,23:15:32 UTC,22.7126,153.5609,"23:15:32 Tokyo, Japan"
1518651144,23:32:24 UTC,51.3196,-131.7076,"23:32:24 Canada"
1518651200,23:33:20 UTC,50.7621,-126.2151,"23:33:20 Regional District of Mount Waddington, British Columbia, Canada"
1518651263,23:34:23 UTC,49.8092,-120.2388,"23:34:23 Regional District of Okanagan-Similkameen, British Columbia, Canada"
1518651325,23:35:25 UTC,48.5802,-114.7187,"23:35:25 2815, Flathead County, Montana, United States of America"
1518651384,23:36:24 UTC,47.1301,-109.6682,"23:36:24 Hanover Road, Kingston, Fergus County, Montana, United States of America"
1518651440,23:37:20 UTC,45.5398,-105.1549,"23:37:20 Powder River County, Montana, United States of America"
1518651503,23:38:23 UTC,43.5300,-100.4075,"23:38:23 Mellette County, South Dakota, United States of America"
1518651560,23:39:20 UTC,41.5347,-96.4052,"23:39:20 State Highway 91, Fontanelle, Washington County, Nebraska, 68008, United States of America"
1518651633,23:40:33 UTC,38.7682,-91.6612,"23:40:33 County Road 4055, Portland, Callaway County, Missouri, 65069, United States of America"
1518651680,23:41:20 UTC,36.8785,-88.8164,"23:41:20 Morrill Road, Carlisle County, Kentucky, 42035, United States of America"
1518651744,23:42:24 UTC,34.2312,-85.2360,"23:42:24 Mount Alto Road Southwest, Rome, Floyd County, Georgia, 30165, United States of America"
1518651800,23:43:20 UTC,31.7832,-82.2557,"23:43:20 McTier, Appling County, Georgia, United States of America"
1518651863,23:44:23 UTC,28.9155,-79.0796,"23:44:23 Florida, United States of America"
1518651931,23:45:31 UTC,25.7769,-75.9093,"23:45:31 Central Eleuthera, The Bahamas"
1518651984,23:46:24 UTC,23.2578,-73.5482,"23:46:24 Crooked Island and Long Cay, The Bahamas"
1518652041,23:47:21 UTC,20.5279,-71.1377,"23:47:21 Luperón, Puerto Plata, D.R."
1518652104,23:48:24 UTC,17.4389,-68.5600,"23:48:24 San Rafael Del Yuma, La Altagracia, 23200, D.R."
1518652234,23:50:34 UTC,10.9771,-63.5405,"23:50:34 Parroquia Capital Maneiro, Municipio Maneiro, Nueva Esparta, Venezuela"
1518652280,23:51:20 UTC,8.6304,-61.8052,"23:51:20 Parroquia Romulo Gallegos, Delta Amacuro State, Venezuela"
1518652344,23:52:24 UTC,5.4114,-59.4731,"23:52:24 Potaro-Siparuni Region, Potaro-Siparuni, Guyana"
1518652400,23:53:20 UTC,2.5891,-57.4583,"23:53:20 Oronoque Camp, East Berbice-Corentyne, Guyana"
1518652464,23:54:24 UTC,-0.6952,-55.1290,"23:54:24 Alenquer, Microrregião de Santarém, Mesorregião Baixo Amazonas, Pará, North Region, Brazil"
1518652525,23:55:25 UTC,-3.7996,-52.9234,"23:55:25 Brasil Novo, Microrregião de Altamira, Mesorregião Sudoeste Paraense, Pará, North Region, Brazil"
1518652583,23:56:23 UTC,-6.7443,-50.8105,"23:56:23 PA-279, Água Azul do Norte, Microrregião de Parauapebas, Mesorregião Sudeste Paraense, Pará, North Region, Brazil"
1518652640,23:57:20 UTC,-9.5762,-48.7436,"23:57:20 Miranorte, Microrregião de Miracema do Tocantins, Mesorregião Ocidental do Tocantins, Tocantins, North Region, Brazil"
1518652703,23:58:23 UTC,-12.7677,-46.3530,"23:58:23 Lavandeira, Microrregião de Dianópolis, Mesorregião Oriental do Tocantins, Tocantins, North Region, Brazil"
